599,62 600,123 0
599,69 600,135 0
599,69 600,134 0
599,68 600,131 0
599,68 600,133 1
599,68 600,132 0
770,44 771,138 0
770,44 771,139 0
770,47 771,140 0
770,42 771,135 0
770,42 771,136 0
770,43 771,137 0
978,76 979,190 0
978,76 979,189 0
978,76 979,188 1
975,179 976,75 1
975,179 976,76 0
454,98 455,34 0
454,99 455,35 1
823,29 824,131 0
823,29 824,133 0
823,29 824,132 0
823,28 824,128 0
823,28 824,129 0
823,28 824,130 0
454,91 455,27 0
454,91 455,28 0
454,92 455,29 0
454,93 455,31 0
454,93 455,30 1
454,93 455,32 0
454,94 455,33 0
551,83 552,15 0
551,83 552,14 0
856,38 857,142 0
856,38 857,143 0
960,89 961,175 0
960,89 961,177 0
960,89 961,176 0
856,35 857,139 0
856,35 857,140 0
856,37 857,141 0
856,30 857,133 0
856,30 857,134 1
856,31 857,136 0
856,31 857,135 0
856,33 857,138 0
856,33 857,137 0
491,68 492,4 0
491,68 492,2 0
491,68 492,3 0
491,62 492,117 0
491,63 492,118 0
491,67 492,0 0
491,67 492,1 0
491,64 492,119 0
491,65 492,120 0
570,82 571,25 0
570,80 571,24 1
570,86 571,28 0
570,86 571,27 0
570,85 571,26 0
905,37 906,149 0
905,36 906,148 0
905,36 906,147 0
905,33 906,143 0
905,33 906,145 0
905,33 906,144 0
905,33 906,146 0
905,30 906,138 0
893,108 894,7 0
893,108 894,8 0
781,166 782,75 0
781,166 782,76 0
893,107 894,6 0
893,104 894,5 1
781,167 782,77 0
971,69 972,164 0
781,164 782,74 0
781,164 782,71 0
781,164 782,72 0
781,164 782,73 0
971,61 972,161 0
971,65 972,163 1
971,64 972,162 0
783,106 784,21 0
959,114 960,13 0
959,114 960,14 0
865,193 866,88 0
865,193 866,89 0
865,196 866,92 0
816,22 817,111 0
899,99 900,18 0
899,99 900,16 0
899,99 900,17 0
899,99 900,15 0
899,98 900,12 0
899,98 900,13 0
899,98 900,10 0
899,98 900,11 0
899,98 900,14 1
865,194 866,90 0
875,90 876,29 0
875,90 876,30 0
875,90 876,31 0
875,93 876,32 0
875,93 876,33 0
865,195 866,91 0
875,95 876,38 0
875,95 876,39 0
875,95 876,36 0
875,95 876,37 0
875,95 876,35 0
875,94 876,34 0
875,96 876,44 0
875,96 876,43 0
875,96 876,42 0
875,96 876,41 0
875,96 876,40 1
605,9 606,80 0
605,9 606,81 0
605,0 606,74 0
605,0 606,73 0
605,1 606,75 0
605,6 606,79 0
605,6 606,78 0
605,4 606,77 1
605,4 606,76 0
749,75 750,150 0
749,75 750,148 0
749,75 750,149 0
749,74 750,147 0
450,96 451,48 0
450,96 451,49 0
450,92 451,42 0
450,92 451,43 0
450,92 451,44 0
450,93 451,45 0
450,93 451,46 0
450,93 451,47 0
749,76 750,151 0
749,76 750,152 0
973,86 974,194 1
749,72 750,146 0
973,82 974,193 0
973,82 974,192 0
973,80 974,189 0
931,129 932,70 0
931,128 932,69 0
931,126 932,68 0
931,120 932,57 0
931,123 932,66 0
931,123 932,67 0
931,123 932,64 0
931,123 932,65 0
931,123 932,63 0
931,122 932,61 0
931,122 932,62 1
931,122 932,60 0
931,122 932,59 0
931,122 932,58 0
901,33 902,126 0
901,33 902,125 0
901,33 902,124 0
901,33 902,123 0
901,33 902,122 0
901,32 902,120 0
901,32 902,121 0
901,32 902,119 0
901,30 902,118 0
901,37 902,130 0
901,37 902,131 0
901,37 902,129 0
901,37 902,128 0
901,36 902,127 0
901,38 902,134 0
901,38 902,132 0
901,38 902,133 0
660,28 661,103 0
660,28 661,102 0
660,28 661,101 0
660,29 661,104 0
660,21 661,90 0
660,21 661,91 0
660,22 661,92 0
660,23 661,93 0
660,24 661,96 0
660,24 661,94 0
660,24 661,95 1
660,25 661,97 0
660,25 661,98 0
660,26 661,100 0
660,26 661,99 0
482,63 483,2 0
482,63 483,3 0
482,63 483,1 0
915,98 916,0 0
459,100 460,40 0
459,100 460,39 0
482,61 483,0 0
833,79 834,179 0
833,75 834,176 0
833,75 834,175 0
833,76 834,178 0
833,76 834,177 0
833,71 834,173 0
833,71 834,174 0
833,70 834,172 0
952,69 953,157 0
952,69 953,158 0
952,60 953,154 0
952,60 953,152 1
952,60 953,153 0
952,62 953,155 0
952,65 953,156 0
801,125 802,38 0
757,28 758,123 0
757,28 758,124 0
801,124 802,37 0
757,25 758,120 0
757,25 758,119 0
757,27 758,122 0
757,26 758,121 0
801,127 802,40 0
757,23 758,118 0
801,126 802,39 0
801,120 802,33 0
801,120 802,32 0
801,120 802,35 0
801,120 802,34 0
917,0 918,108 1
917,0 918,109 0
917,0 918,110 0
917,1 918,113 0
917,1 918,112 0
917,1 918,111 0
917,4 918,117 0
917,4 918,119 0
917,4 918,118 0
622,122 623,45 0
622,126 623,50 0
622,126 623,49 0
622,126 623,48 0
622,125 623,47 0
622,125 623,46 0
467,56 468,4 0
467,55 468,3 0
467,55 468,2 0
467,55 468,1 0
467,50 468,0 1
838,146 839,51 0
838,145 839,50 0
838,145 839,48 0
838,145 839,49 0
838,143 839,47 0
838,142 839,46 0
467,58 468,5 0
467,59 468,7 0
467,59 468,6 0
792,59 793,160 0
792,53 793,153 0
792,57 793,159 0
792,56 793,157 0
792,56 793,158 0
792,55 793,156 0
792,55 793,154 0
792,55 793,155 0
963,136 964,38 0
963,136 964,39 0
963,136 964,40 0
479,39 480,91 1
479,30 480,84 1
479,30 480,83 0
479,37 480,90 0
479,36 480,88 0
479,36 480,89 0
479,35 480,87 0
479,34 480,86 0
479,34 480,85 0
555,2 556,63 0
555,0 556,61 0
555,1 556,62 0
555,6 556,64 0
555,6 556,65 0
555,6 556,66 0
555,7 556,68 0
555,7 556,67 0
327,7 328,46 1
327,6 328,45 0
327,6 328,44 0
327,4 328,41 0
327,4 328,43 0
327,4 328,42 0
327,2 328,39 1
327,2 328,40 0
327,1 328,37 0
327,1 328,38 0
327,0 328,35 0
327,0 328,36 0
824,38 825,135 0
824,38 825,136 0
824,33 825,131 0
824,32 825,130 0
824,34 825,132 0
824,34 825,133 0
824,37 825,134 0
906,178 907,78 1
906,178 907,75 0
906,178 907,74 0
906,178 907,77 0
906,178 907,76 0
963,134 964,35 0
955,57 956,139 0
955,57 956,138 0
773,168 774,76 0
773,167 774,75 0
773,167 774,74 0
773,161 774,71 0
773,161 774,70 0
773,161 774,69 0
773,163 774,73 0
773,163 774,72 0
906,179 907,79 0
906,179 907,80 0
906,179 907,82 0
906,179 907,83 0
906,179 907,81 0
433,78 434,32 0
433,78 434,33 0
433,71 434,28 0
433,71 434,27 0
433,70 434,26 0
433,75 434,31 0
433,74 434,29 0
433,74 434,30 0
993,74 994,180 1
765,79 766,152 0
765,78 766,149 0
765,78 766,150 0
765,78 766,151 0
765,72 766,144 0
765,71 766,143 0
765,77 766,148 0
765,77 766,147 0
765,76 766,146 0
765,75 766,145 0
679,131 680,59 0
679,131 680,58 0
679,131 680,60 0
679,130 680,57 0
679,130 680,56 0
679,134 680,62 0
679,134 680,61 0
679,137 680,63 0
679,137 680,66 0
679,137 680,64 0
679,137 680,65 0
679,139 680,67 0
904,63 905,161 0
662,108 663,34 0
904,62 905,160 0
904,62 905,159 0
662,106 663,32 0
662,107 663,33 0
662,100 663,27 0
662,100 663,26 0
662,101 663,29 0
662,101 663,28 0
662,101 663,30 0
662,103 663,31 1
283,36 284,7 0
283,37 284,8 0
283,31 284,5 0
283,31 284,4 0
283,31 284,3 0
283,31 284,2 1
283,32 284,6 0
283,38 284,9 0
283,39 284,10 0
904,66 905,162 0
959,58 960,143 0
959,58 960,144 0
828,39 829,127 0
828,39 829,126 0
828,38 829,125 0
828,38 829,124 0
828,34 829,122 0
828,34 829,121 0
828,34 829,120 0
828,36 829,123 0
828,31 829,116 0
828,30 829,114 0
828,30 829,115 0
828,33 829,118 0
828,33 829,119 0
828,32 829,117 0
229,26 230,57 0
229,26 230,0 0
229,25 230,56 0
845,0 846,97 0
845,0 846,96 0
845,0 846,95 0
845,1 846,99 0
845,1 846,98 0
845,2 846,100 0
845,2 846,101 0
845,3 846,102 0
229,29 230,4 0
229,29 230,3 0
229,28 230,2 0
229,28 230,1 0
498,18 499,84 0
498,19 499,85 0
498,10 499,73 0
498,10 499,74 0
498,11 499,75 0
498,11 499,76 0
498,12 499,79 0
498,12 499,78 0
498,12 499,80 0
498,12 499,77 0
498,14 499,81 0
498,17 499,82 0
498,17 499,83 1
762,59 763,144 0
762,59 763,145 0
762,59 763,142 0
762,59 763,143 0
768,36 769,122 0
768,36 769,123 0
768,37 769,124 0
768,37 769,125 0
768,37 769,126 0
768,37 769,127 0
768,30 769,115 0
768,30 769,116 0
961,162 962,79 0
961,160 962,77 0
961,161 962,78 0
961,166 962,84 1
961,165 962,81 0
961,165 962,80 0
961,165 962,83 0
961,165 962,82 0
963,106 964,14 0
963,106 964,15 0
963,106 964,11 1
963,106 964,12 0
963,106 964,13 0
961,168 962,85 0
961,168 962,87 0
961,168 962,86 0
768,33 769,120 0
768,33 769,121 0
768,33 769,119 0
963,103 964,4 0
963,103 964,5 0
955,59 956,140 0
955,59 956,141 1
522,27 523,89 0
522,26 523,88 0
522,25 523,87 0
522,24 523,86 0
522,24 523,85 0
522,21 523,84 0
522,21 523,83 0
522,20 523,82 1
814,63 815,131 0
814,63 815,130 0
814,63 815,132 0
814,63 815,129 0
814,62 815,128 0
814,64 815,133 0
389,39 390,71 0
389,31 390,63 0
389,31 390,64 0
389,33 390,65 0
389,35 390,66 0
389,35 390,67 0
389,37 390,69 0
389,37 390,70 0
389,36 390,68 0
514,89 515,35 0
514,80 515,25 0
514,81 515,26 0
514,83 515,27 0
514,83 515,29 0
514,83 515,28 0
514,85 515,30 0
514,85 515,31 0
514,86 515,32 0
514,87 515,34 0
514,87 515,33 1
862,99 863,189 1
862,98 863,188 0
914,134 915,38 0
914,134 915,37 0
914,136 915,39 0
914,136 915,40 0
914,130 915,36 0
914,130 915,34 0
914,130 915,35 0
534,78 535,16 0
534,78 535,17 0
534,77 535,15 0
534,76 535,13 0
534,76 535,14 0
534,74 535,12 0
534,74 535,9 0
534,74 535,10 0
534,74 535,11 0
534,73 535,8 0
534,73 535,7 0
534,71 535,6 0
962,93 963,1 0
962,93 963,2 0
716,75 717,150 0
716,75 717,151 0
716,75 717,149 0
716,74 717,147 0
716,74 717,148 0
526,29 527,80 1
526,21 527,72 0
526,21 527,71 0
526,21 527,70 0
526,27 527,79 0
526,27 527,78 0
526,26 527,77 0
526,25 527,76 0
526,24 527,75 0
526,24 527,74 0
526,24 527,73 0
927,160 928,52 0
927,160 928,53 0
927,167 928,54 0
927,167 928,55 0
927,167 928,56 0
927,168 928,58 0
927,168 928,57 0
862,95 863,186 0
862,95 863,185 0
862,94 863,183 0
862,94 863,184 0
306,49 307,15 0
306,49 307,16 0
306,40 307,5 0
306,40 307,4 1
306,40 307,7 0
306,40 307,6 0
306,42 307,8 0
306,45 307,11 1
306,44 307,9 0
306,44 307,10 0
306,47 307,14 0
306,47 307,13 0
306,47 307,12 0
878,85 879,1 0
674,14 675,104 0
878,87 879,3 0
878,87 879,2 0
878,81 879,162 0
878,81 879,0 0
878,80 879,160 0
878,80 879,161 0
878,80 879,159 0
674,15 675,105 0
674,15 675,106 0
969,27 970,136 1
969,27 970,135 0
969,27 970,134 0
969,27 970,133 0
969,27 970,132 0
674,17 675,108 0
674,17 675,107 0
969,23 970,131 0
969,20 970,130 0
969,28 970,137 0
969,28 970,140 0
969,28 970,141 0
969,28 970,139 0
969,28 970,138 0
674,11 675,99 0
674,12 675,100 0
674,12 675,101 0
674,12 675,102 0
922,38 923,175 0
922,38 923,174 0
922,38 923,173 0
922,38 923,172 0
922,38 923,171 0
674,13 675,103 1
979,107 980,7 0
979,106 980,6 0
979,104 980,4 1
979,104 980,5 0
979,103 980,3 0
979,101 980,1 0
559,21 560,82 1
559,21 560,81 0
559,20 560,80 0
950,119 951,28 1
950,119 951,25 0
950,119 951,24 0
950,119 951,27 0
950,119 951,26 0
501,69 502,4 0
501,69 502,5 0
501,69 502,2 1
501,69 502,3 0
579,98 580,27 0
579,98 580,26 0
579,98 580,25 0
579,92 580,21 0
579,91 580,20 0
579,94 580,22 0
579,95 580,24 0
579,95 580,23 0
501,66 502,0 0
501,66 502,1 0
501,62 502,113 0
501,63 502,116 0
501,63 502,114 0
501,63 502,115 0
704,126 705,57 0
704,125 705,56 0
704,125 705,55 0
704,121 705,54 0
704,120 705,53 0
704,120 705,52 0
976,148 977,38 0
976,148 977,37 0
629,56 630,146 0
629,57 630,147 0
629,54 630,141 0
629,54 630,140 0
629,54 630,142 0
629,55 630,145 0
629,55 630,144 0
629,55 630,143 0
629,52 630,137 0
629,52 630,138 0
629,52 630,139 0
391,56 392,21 0
391,57 392,22 0
391,57 392,23 0
391,57 392,24 1
391,52 392,18 0
391,52 392,17 0
391,53 392,19 0
391,53 392,20 0
391,51 392,16 0
734,105 735,13 0
734,106 735,14 1
734,107 735,15 0
734,100 735,8 0
734,101 735,10 0
734,101 735,11 0
734,101 735,9 0
734,103 735,12 0
969,185 970,95 0
969,186 970,97 0
969,186 970,96 0
969,187 970,98 0
969,180 970,88 0
969,181 970,91 1
969,181 970,90 0
969,181 970,89 0
969,182 970,94 0
969,182 970,93 0
969,182 970,92 0
969,189 970,99 0
969,189 970,100 1
848,160 849,63 0
848,160 849,64 0
848,162 849,66 0
848,162 849,65 0
848,163 849,68 0
848,163 849,67 0
848,164 849,69 0
848,165 849,70 0
848,166 849,71 0
848,166 849,72 0
848,168 849,73 0
848,169 849,74 0
532,95 533,47 0
100,0 101,11 0
100,1 101,13 0
100,1 101,12 1
100,2 101,14 1
100,5 101,15 0
100,5 101,17 0
100,5 101,16 0
100,6 101,18 1
100,9 101,19 0
532,91 533,45 0
960,130 961,36 0
960,133 961,37 0
960,133 961,39 0
960,133 961,38 0
960,134 961,40 0
838,69 839,151 0
838,69 839,150 0
838,69 839,152 0
950,111 951,19 1
960,139 961,41 0
960,139 961,42 0
960,139 961,43 1
860,75 861,183 0
860,76 861,184 0
860,71 861,179 0
860,71 861,180 0
860,70 861,178 0
860,70 861,176 0
860,70 861,177 0
860,72 861,181 0
860,72 861,182 0
128,21 129,10 0
128,20 129,9 0
128,23 129,15 0
128,23 129,14 0
128,22 129,13 1
128,22 129,12 0
128,22 129,11 0
860,79 861,185 1
254,4 255,33 0
254,5 255,34 0
254,6 255,35 0
838,61 839,148 0
254,0 255,29 0
254,0 255,31 0
254,0 255,30 0
838,60 839,147 0
254,2 255,32 0
996,79 997,177 0
996,79 997,178 1
996,78 997,176 0
996,78 997,175 0
996,77 997,174 0
996,77 997,173 1
996,75 997,172 1
996,72 997,170 1
996,72 997,171 0
996,71 997,169 1
996,71 997,168 0
606,109 607,45 1
606,103 607,37 0
606,103 607,38 0
606,100 607,34 0
606,100 607,35 0
606,100 607,33 0
606,101 607,36 1
606,106 607,41 0
606,107 607,44 0
606,107 607,43 0
606,107 607,42 0
606,104 607,39 0
606,105 607,40 0
960,79 961,164 0
982,49 983,22 0
982,49 983,23 1
982,49 983,26 1
982,49 983,24 0
982,49 983,25 0
94,6 95,21 0
94,6 95,20 0
982,45 983,21 0
982,45 983,19 0
982,45 983,18 0
982,45 983,17 1
982,45 983,20 0
982,44 983,13 0
982,44 983,12 0
982,44 983,16 1
982,44 983,15 0
982,44 983,14 0
254,9 255,37 0
254,9 255,36 0
254,9 255,38 1
928,109 929,4 0
928,101 929,215 0
928,101 929,216 0
928,100 929,214 0
928,103 929,220 0
928,102 929,218 0
928,102 929,219 0
928,102 929,217 0
928,107 929,3 0
928,107 929,2 0
928,106 929,1 0
928,106 929,0 1
950,115 951,23 0
543,48 544,116 0
543,48 544,117 0
543,40 544,103 0
543,40 544,102 1
543,41 544,104 0
543,42 544,105 0
543,43 544,107 0
543,43 544,106 0
543,43 544,108 0
543,44 544,110 0
543,44 544,111 0
543,44 544,109 0
543,45 544,112 0
543,45 544,113 0
543,47 544,114 0
543,47 544,115 0
617,46 618,125 0
617,46 618,126 0
617,47 618,127 0
617,40 618,120 0
617,41 618,121 0
617,41 618,123 0
617,41 618,122 0
617,42 618,124 1
617,48 618,128 0
13,0 14,0 1
551,56 552,115 0
551,56 552,114 0
551,57 552,117 1
551,57 552,116 0
551,50 552,108 1
551,52 552,111 0
551,53 552,112 0
551,58 552,118 0
912,95 913,195 0
912,95 913,196 1
810,101 811,6 0
810,101 811,5 0
810,101 811,4 0
810,102 811,7 0
810,104 811,8 0
810,107 811,9 0
810,109 811,12 0
810,109 811,11 0
810,108 811,10 0
731,95 732,15 0
731,95 732,14 0
731,96 732,17 1
731,96 732,16 0
731,97 732,19 0
731,97 732,18 0
731,90 732,9 0
731,91 732,11 0
731,91 732,10 0
731,92 732,12 0
731,93 732,13 0
569,55 570,111 0
569,55 570,112 0
569,54 570,110 0
569,50 570,109 0
569,59 570,0 0
569,59 570,113 0
715,110 716,28 0
715,110 716,27 0
715,111 716,29 1
476,9 477,58 0
934,129 935,53 1
934,129 935,54 0
803,81 804,163 0
803,80 804,162 0
803,86 804,166 0
803,85 804,164 0
803,85 804,165 0
715,115 716,31 0
715,115 716,30 0
715,115 716,32 0
396,59 397,19 0
396,58 397,18 0
396,58 397,17 0
715,116 716,33 0
396,53 397,10 0
396,53 397,8 0
396,53 397,9 0
396,57 397,14 0
396,57 397,15 0
396,57 397,16 0
396,55 397,13 0
396,54 397,11 0
396,54 397,12 0
901,123 902,31 0
901,124 902,32 0
476,0 477,51 1
901,127 902,33 0
901,127 902,36 0
901,127 902,37 0
901,127 902,34 0
901,127 902,35 0
901,128 902,38 1
901,128 902,39 0
901,128 902,42 0
901,128 902,41 0
901,128 902,40 0
796,199 797,88 0
796,199 797,87 0
796,198 797,86 0
796,198 797,85 0
796,193 797,79 0
796,192 797,78 0
796,197 797,84 0
796,195 797,83 0
796,195 797,82 0
796,194 797,81 0
796,194 797,80 1
703,130 704,50 0
865,105 866,9 0
865,104 866,5 0
865,104 866,7 1
865,104 866,6 0
865,104 866,8 0
541,99 542,26 0
809,4 810,103 0
809,4 810,104 0
253,9 254,48 0
541,98 542,23 0
541,98 542,25 0
541,98 542,24 0
865,109 866,13 0
990,58 991,165 0
990,58 991,164 0
990,58 991,163 0
990,58 991,162 1
990,58 991,161 0
976,208 977,109 0
976,208 977,108 0
976,208 977,110 0
976,208 977,107 0
976,208 977,111 0
990,50 991,152 1
809,6 810,107 0
990,54 991,154 0
990,54 991,155 0
746,52 747,142 0
746,52 747,140 0
746,52 747,141 0
746,52 747,139 0
746,57 747,144 0
746,55 747,143 0
746,58 747,145 0
746,59 747,148 0
746,59 747,146 0
746,59 747,147 0
840,187 841,96 0
840,187 841,95 1
840,184 841,94 0
840,184 841,92 0
840,184 841,93 0
840,181 841,89 0
840,181 841,90 0
840,181 841,91 0
935,94 936,4 0
925,109 926,14 0
925,109 926,13 0
925,106 926,10 0
925,107 926,12 0
925,107 926,11 0
925,100 926,4 0
925,100 926,5 0
925,101 926,6 0
925,102 926,7 0
925,102 926,8 0
925,102 926,9 0
457,85 458,23 0
457,85 458,24 1
457,83 458,22 0
457,81 458,21 0
457,89 458,25 0
457,89 458,27 0
457,89 458,26 0
678,61 679,133 0
678,60 679,131 0
678,60 679,132 0
678,63 679,135 0
678,63 679,137 0
678,63 679,136 0
678,62 679,134 0
678,65 679,139 0
678,65 679,140 1
678,64 679,138 0
678,66 679,141 0
678,66 679,142 0
678,66 679,143 0
678,66 679,144 0
678,66 679,145 0
678,69 679,147 0
678,68 679,146 0
344,20 345,55 0
344,23 345,59 0
344,23 345,58 0
344,22 345,57 0
344,22 345,56 0
344,25 345,60 0
344,25 345,61 0
344,26 345,62 0
344,26 345,63 0
344,29 345,64 1
344,29 345,65 0
376,42 377,75 0
376,43 377,76 0
376,40 377,74 0
376,46 377,78 1
376,46 377,79 0
376,45 377,77 0
376,48 377,80 0
376,49 377,81 0
928,80 929,195 0
790,112 791,16 0
790,112 791,17 0
778,97 779,23 0
778,97 779,22 0
778,95 779,21 0
778,94 779,20 0
778,91 779,19 0
928,87 929,202 0
928,87 929,201 0
778,99 779,27 0
778,99 779,26 0
778,98 779,25 0
778,98 779,24 0
928,86 929,199 1
928,86 929,200 0
677,128 678,46 0
677,128 678,45 0
677,129 678,47 0
677,122 678,41 0
677,124 678,42 0
677,125 678,43 0
677,127 678,44 0
784,2 785,86 0
784,2 785,87 0
784,3 785,88 0
784,3 785,89 0
784,0 785,85 0
784,6 785,92 0
784,6 785,91 0
784,6 785,90 0
784,7 785,93 0
691,47 692,124 0
691,47 692,123 0
691,44 692,122 0
691,43 692,121 0
691,43 692,120 0
691,48 692,126 0
691,48 692,125 0
691,49 692,127 0
485,34 486,84 0
485,34 486,85 0
485,34 486,86 0
485,35 486,87 0
485,32 486,82 0
485,32 486,83 0
620,11 621,87 0
620,10 621,85 0
620,10 621,86 0
485,39 486,90 0
485,39 486,88 0
485,39 486,89 0
620,16 621,92 1
620,16 621,91 0
586,94 587,21 0
586,96 587,22 0
586,90 587,19 0
586,90 587,20 0
676,183 677,82 0
676,183 677,83 0
586,99 587,24 1
851,19 852,111 0
851,19 852,112 0
851,18 852,110 0
851,18 852,109 0
638,21 639,84 1
638,22 639,85 0
638,22 639,86 0
638,25 639,87 0
638,25 639,88 0
638,27 639,91 0
638,27 639,90 0
638,27 639,89 0
852,169 853,86 0
