551,58 552,118
912,95 913,196
810,101 811,6
810,101 811,4
810,104 811,8
810,109 811,12
731,96 732,17
731,97 732,18
731,93 732,13
569,55 570,112
569,54 570,110
569,59 570,0
715,110 716,28
715,111 716,29
476,9 477,58
934,129 935,53
803,80 804,162
803,86 804,166
803,85 804,164
715,115 716,30
715,116 716,33
396,53 397,10
396,53 397,8
396,55 397,13
476,0 477,51
901,127 902,37
901,128 902,38
796,199 797,87
796,198 797,86
796,192 797,78
796,194 797,80
703,130 704,50
865,104 866,7
809,4 810,104
541,98 542,25
990,58 991,162
976,208 977,111
990,50 991,152
746,52 747,139
746,55 747,143
746,58 747,145
746,59 747,146
840,187 841,95
840,184 841,93
925,101 926,6
457,85 458,24
457,83 458,22
457,81 458,21
457,89 458,27
678,60 679,131
678,63 679,137
678,62 679,134
678,65 679,140
678,66 679,141
678,69 679,147
678,68 679,146
344,20 345,55
344,23 345,59
344,25 345,60
344,26 345,63
344,29 345,64
376,42 377,75
376,43 377,76
376,46 377,78
376,45 377,77
790,112 791,16
778,97 779,23
778,95 779,21
778,94 779,20
778,99 779,27
778,98 779,24
928,86 929,199
677,129 678,47
677,124 678,42
677,127 678,44
784,3 785,89
784,0 785,85
784,6 785,92
691,44 692,122
691,43 692,121
691,49 692,127
485,34 486,86
485,35 486,87
485,32 486,83
620,10 621,86
485,39 486,88
620,16 621,92
586,90 587,20
676,183 677,82
586,99 587,24
851,19 852,111
851,19 852,112
638,21 639,84
638,22 639,86
638,27 639,90
852,169 853,84
852,165 853,80
852,164 853,78
852,160 853,76
952,140 953,61
607,66 608,139
611,48 612,112
611,46 612,110
611,42 612,106
611,40 612,105
217,31 218,14
217,30 218,8
217,33 218,18
217,34 218,20
217,38 218,21
705,118 706,36
946,82 947,16
705,116 706,35
364,71 365,31
364,74 365,35
711,173 712,75
670,46 671,131
493,111 494,54
911,21 912,108
911,29 912,119
693,110 694,37
693,116 694,40
890,126 891,16
693,119 694,42
409,15 410,53
189,46 190,19
189,43 190,17
189,40 190,16
618,132 619,59
618,133 619,62
618,130 619,57
618,134 619,63
618,135 619,64
272,8 273,34
272,1 273,29
272,7 273,33
907,171 908,59
423,23 424,79
423,21 424,78
423,29 424,87
423,28 424,83
502,104 503,39
323,8 324,41
502,100 503,35
502,103 503,38
323,3 324,38
323,2 324,34
323,0 324,30
323,7 324,40
459,59 460,1
544,25 545,81
544,24 545,78
489,52 490,122
489,50 490,117
489,51 490,121
489,56 490,5
489,54 490,0
489,55 490,2
489,58 490,8
819,93 820,174
819,92 820,173
819,99 820,180
825,15 826,123
825,17 826,124
825,10 826,116
825,10 826,118
825,11 826,119
961,106 962,26
825,18 826,127
511,76 512,28
511,75 512,27
511,70 512,21
511,79 512,30
284,18 285,60
284,13 285,55
284,12 285,54
284,11 285,51
284,10 285,49
708,109 709,40
708,104 709,36
708,107 709,37
708,101 709,32
708,102 709,33
432,24 433,65
958,103 959,6
286,8 287,41
961,103 962,22
685,102 686,14
685,104 686,17
685,108 686,20
651,39 652,116
651,38 652,114
651,36 652,113
651,32 652,110
566,75 567,9
566,76 567,10
566,70 567,4
956,157 957,82
956,156 957,81
311,69 312,37
311,62 312,32
794,120 795,19
794,121 795,20
794,124 795,26
794,125 795,27
794,129 795,29
499,9 500,67
499,8 500,66
499,2 500,62
499,1 500,61
499,1 500,59
499,0 500,58
823,24 824,125
823,22 824,123
889,41 890,144
889,42 890,145
655,36 656,118
655,34 656,117
321,57 322,16
321,50 322,10
321,52 322,14
181,0 182,19
942,70 943,21
181,3 182,22
960,81 961,166
960,80 961,165
283,2 284,37
283,3 284,39
283,7 284,41
388,18 389,57
46,3 47,5
46,0 47,3
46,6 47,2
46,5 47,0
367,90 368,39
736,83 737,164
736,80 737,162
847,160 848,59
804,94 805,0
804,96 805,2
804,91 805,183
804,92 805,186
804,98 805,4
127,20 128,2
127,21 128,6
127,23 128,8
127,26 128,10
127,29 128,11
469,88 470,25
429,64 430,8
429,67 430,10
429,66 430,9
429,60 430,6
845,161 846,66
845,161 846,65
845,163 846,70
845,162 846,68
845,165 846,71
845,168 846,75
868,188 869,71
868,180 869,65
868,183 869,66
868,186 869,67
652,90 653,0
652,91 653,5
652,91 653,8
652,92 653,9
652,93 653,12
652,94 653,14
618,56 619,140
618,57 619,141
618,51 619,135
859,61 860,160
163,24 164,7
163,25 164,8
474,76 475,24
474,77 475,26
474,71 475,18
474,72 475,19
447,104 448,40
447,107 448,43
447,106 448,42
732,82 733,162
732,83 733,163
732,80 733,158
732,86 733,168
718,98 719,16
718,97 719,13
718,91 719,7
718,92 719,11
76,8 77,0
76,3 77,11
643,102 644,29
588,4 589,72
588,5 589,73
588,7 589,75
588,1 589,67
588,3 589,68
588,9 589,76
866,39 867,123
905,32 906,141
905,32 906,142
547,17 548,76
547,13 548,71
547,11 548,69
547,19 548,80
549,138 550,58
105,19 106,7
105,14 106,2
105,16 106,5
745,123 746,29
852,84 853,192
288,32 289,57
549,132 550,54
743,55 744,140
743,57 744,141
743,51 744,135
288,36 289,2
900,75 901,163
900,76 901,164
971,164 972,49
153,24 154,9
923,10 924,108
923,17 924,117
923,16 924,116
115,2 116,18
115,0 116,15
115,7 116,22
951,154 952,54
600,24 601,88
600,25 601,89
951,155 952,56
979,7 980,106
524,18 525,73
524,17 525,70
524,11 525,65
524,13 525,67
516,50 517,102
516,52 517,104
516,55 517,4
516,57 517,6
516,56 517,5
670,91 671,19
670,92 671,21
670,93 671,22
670,96 671,24
670,97 671,25
816,4 817,93
816,5 817,94
816,1 817,90
816,2 817,91
304,70 305,30
816,9 817,98
304,74 305,34
786,59 787,152
581,87 582,12
581,82 582,6
581,83 582,7
213,8 214,35
213,6 214,32
213,5 214,31
213,4 214,29
213,2 214,28
213,1 214,25
714,81 715,152
714,86 715,154
714,87 715,155
605,128 606,60
605,124 606,57
605,123 606,55
605,121 606,54
831,56 832,129
831,50 832,127
880,24 881,111
880,26 881,115
880,23 881,110
369,77 370,32
674,98 675,28
674,99 675,29
882,95 883,3
882,94 883,2
674,94 675,25
674,93 675,23
340,59 341,25
340,52 341,18
745,70 746,151
745,74 746,154
745,78 746,158
977,128 978,6
977,124 978,2
977,121 978,210
945,9 946,80
945,3 946,74
816,32 817,119
816,35 817,121
816,36 817,124
816,37 817,125
816,39 817,126
973,90 974,195
973,99 974,199
550,94 551,34
898,18 899,99
550,92 551,33
550,92 551,31
725,120 726,50
725,123 726,54
725,124 726,55
550,91 551,30
482,17 483,62
482,13 483,59
482,12 483,57
482,10 483,56
645,84 646,18
785,101 786,27
785,103 786,30
785,104 786,31
785,109 786,37
904,71 905,168
904,72 905,169
881,128 882,40
870,114 871,0
870,116 871,1
504,64 505,12
504,63 505,11
953,5 954,89
826,174 827,64
639,140 640,75
639,141 640,76
826,171 827,59
826,170 827,58
862,82 863,169
862,83 863,170
826,178 827,66
755,143 756,60
755,140 756,58
755,147 756,63
755,144 756,61
755,148 756,64
851,161 852,54
801,188 802,93
801,183 802,89
801,181 802,88
851,165 852,58
801,186 802,92
801,185 802,91
801,184 802,90
898,143 899,60
898,142 899,59
605,59 606,121
250,18 251,50
250,19 251,52
250,12 251,45
605,55 606,120
935,61 936,156
935,60 936,155
615,19 616,95
615,18 616,94
615,15 616,91
615,14 616,89
237,12 238,43
329,59 330,21
329,55 330,19
329,54 330,18
329,53 330,16
237,16 238,46
212,18 213,4
212,19 213,5
212,11 213,39
212,13 213,40
212,15 213,1
212,16 213,2
806,54 807,154
193,5 194,34
193,6 194,35
193,0 194,29
193,8 194,40
193,9 194,42
885,132 886,44
905,127 906,32
905,120 906,25
905,121 906,26
905,128 906,35
905,129 906,38
829,4 830,104
829,5 830,106
885,130 886,39
836,63 837,141
291,5 292,39
536,112 537,47
536,117 537,49
536,115 537,48
536,119 537,52
918,128 919,14
918,126 919,11
918,127 919,12
918,122 919,5
918,123 919,6
811,23 812,118
811,24 812,119
369,64 370,18
369,67 370,19
369,62 370,17
934,158 935,85
424,63 425,6
424,60 425,4
424,66 425,10
424,67 425,11
447,6 448,53
447,7 448,56
447,4 448,52
447,3 448,48
447,0 448,47
881,110 882,26
881,111 882,27
881,115 882,31
521,83 522,24
521,84 522,26
521,86 522,27
416,49 417,88
416,40 417,81
416,43 417,84
416,42 417,83
926,93 927,210
531,38 532,107
531,30 532,97
531,32 532,100
531,33 532,103
531,37 532,106
867,48 868,162
867,43 868,157
867,42 868,154
906,157 907,59
906,154 907,53
906,153 907,51
906,159 907,60
823,173 824,82
807,79 808,158
823,177 824,86
807,70 808,150
807,77 808,156
807,75 808,155
614,35 615,110
618,47 619,132
541,61 542,111
541,62 542,112
541,65 542,0
541,69 542,1
955,135 956,48
763,64 764,144
535,38 536,105
535,39 536,106
763,61 764,138
535,34 536,101
535,32 536,100
551,113 552,58
551,113 552,55
551,114 552,59
315,50 316,15
315,54 316,19
315,55 316,20
432,87 433,40
432,86 433,39
432,84 433,34
432,83 433,33
432,81 433,30
432,80 433,29
919,178 920,85
919,179 920,86
919,175 920,82
916,166 917,63
919,172 920,80
916,167 917,64
387,36 388,0
387,33 388,85
387,32 388,84
387,30 388,79
618,42 619,127
899,9 900,96
899,9 900,97
334,10 335,48
334,17 335,55
334,15 335,52
334,14 335,51
334,18 335,56
885,157 886,67
727,42 728,126
727,45 728,127
727,46 728,131
727,47 728,132
601,61 602,114
601,60 602,111
601,60 602,110
461,36 462,85
461,34 462,83
461,33 462,82
461,31 462,81
461,38 462,87
108,23 109,10
108,24 109,11
619,145 620,70
798,180 799,89
784,128 785,49
784,126 785,48
784,120 785,47
581,124 582,46
581,123 582,45
465,38 466,88
465,30 466,84
465,31 466,85
338,17 339,61
338,15 339,58
338,13 339,57
338,10 339,56
266,34 267,8
266,37 267,9
338,19 339,64
911,167 912,54
911,161 912,47
911,160 912,46
953,163 954,76
953,162 954,75
997,36 998,138
879,66 880,173
879,60 880,165
979,37 980,134
611,141 612,68
594,98 595,36
594,97 595,32
594,93 595,29
594,92 595,28
211,17 212,35
211,16 212,34
211,10 212,30
211,12 212,31
608,79 609,7
673,82 674,5
608,70 609,127
608,73 609,0
608,74 609,2
608,77 609,4
608,76 609,3
564,60 565,1
564,63 565,6
564,64 565,10
564,67 565,11
966,49 967,146
966,48 967,144
966,45 967,139
966,45 967,138
966,46 967,140
591,144 592,62
591,147 592,65
823,183 824,95
959,105 960,5
783,103 784,20
834,140 835,38
752,139 753,56
834,144 835,44
752,135 753,55
752,130 753,53
597,117 598,62
597,110 598,54
597,112 598,58
597,113 598,59
644,58 645,139
644,52 645,128
858,43 859,138
858,45 859,141
520,43 521,108
520,42 521,106
520,130 521,57
790,123 791,27
923,24 924,121
790,128 791,31
792,149 793,56
755,25 756,107
755,24 756,106
755,21 756,104
792,140 793,47
792,141 793,49
792,142 793,51
792,144 793,52
357,31 358,66
357,37 358,73
357,37 358,76
357,34 358,70
357,35 358,72
709,107 710,26
709,100 710,23
917,190 918,84
917,193 918,85
709,109 710,27
923,21 924,120
712,119 713,44
712,117 713,42
712,114 713,39
712,113 713,38
262,19 263,54
915,118 916,17
262,12 263,44
262,11 263,43
262,15 263,50
145,24 146,6
145,23 146,5
145,29 146,8
541,74 542,5
917,8 918,122
798,95 799,7
632,119 633,56
798,90 799,5
798,93 799,6
632,110 633,48
632,111 633,50
632,116 633,53
530,83 531,21
530,80 531,19
253,2 254,39
253,1 254,37
253,7 254,44
528,25 529,81
917,189 918,83
549,62 550,109
549,67 550,112
914,66 915,177
253,8 254,45
914,60 915,172
914,61 915,173
914,68 915,180
535,26 536,94
528,26 529,84
690,66 691,124
690,64 691,123
503,23 504,74
503,29 504,80
257,34 258,7
257,37 258,10
257,31 258,5
257,33 258,6
257,39 258,11
200,23 201,4
200,20 201,0
200,21 201,1
200,26 201,8
200,27 201,9
200,29 201,11
793,156 794,68
793,157 794,69
546,6 547,63
546,6 547,65
546,5 547,62
546,1 547,59
687,23 688,102
687,20 688,97
687,25 688,104
687,29 688,111
528,22 529,74
784,82 785,10
784,80 785,6
373,40 374,80
373,49 374,7
577,54 578,132
997,127 998,42
997,123 998,36
290,61 291,26
577,52 578,129
197,2 198,27
197,6 198,29
459,10 460,61
991,138 992,52
907,59 908,149
907,53 908,147
907,51 908,146
924,36 925,122
924,37 925,123
924,30 925,119
924,31 925,120
509,72 510,10
509,71 510,7
509,70 510,5
509,77 510,14
509,75 510,13
509,74 510,12
509,78 510,16
910,99 911,210
970,31 971,146
728,45 729,123
728,44 729,122
728,46 729,125
975,78 976,188
978,171 979,62
978,170 979,61
978,175 979,67
978,178 979,70
552,120 553,57
552,121 553,59
456,12 457,61
456,13 457,62
456,11 457,59
962,69 963,176
456,19 457,71
776,119 777,10
776,117 777,8
776,116 777,7
776,113 777,3
962,67 963,171
962,67 963,174
962,66 963,170
877,157 878,67
877,157 878,71
877,156 878,66
702,75 703,152
492,61 493,111
974,179 975,69
920,19 921,119
920,136 921,14
920,137 921,15
920,132 921,7
920,133 921,11
920,138 921,18
859,185 860,88
810,21 811,111
810,26 811,114
93,17 94,4
812,118 813,16
812,119 813,17
93,18 94,5
93,19 94,10
642,120 643,42
459,102 460,41
642,121 643,43
642,122 643,48
983,75 984,164
756,89 757,10
7,0 8,0
798,163 799,71
575,49 576,100
575,41 576,95
575,43 576,97
575,43 576,96
697,25 698,98
646,21 647,99
646,23 647,101
646,24 647,105
646,28 647,108
921,180 922,74
921,183 922,79
921,184 922,80
921,189 922,86
871,0 872,87
932,75 933,4
324,18 325,67
324,17 325,66
324,15 325,63
324,12 325,59
324,10 325,57
932,71 933,0
557,23 558,85
668,38 669,130
668,36 669,128
668,35 669,127
767,35 768,117
767,37 768,122
767,30 768,112
767,38 768,123
557,21 558,84
650,79 651,9
650,76 651,5
650,72 651,3
436,3 437,56
850,135 851,46
642,21 643,92
642,23 643,94
707,132 708,48
707,137 708,52
707,136 708,51
465,95 466,45
260,43 261,16
260,40 261,14
260,41 261,15
320,12 321,57
320,10 321,52
320,16 321,62
320,15 321,60
558,68 559,7
148,31 149,8
148,37 149,15
148,37 149,18
370,80 371,36
370,81 371,41
717,152 718,73
717,152 718,75
717,150 718,71
717,156 718,79
717,158 718,82
717,159 718,83
723,16 724,102
723,12 724,98
723,11 724,97
134,11 135,26
134,10 135,23
134,13 135,27
134,19 135,0
134,18 135,29
972,160 973,51
414,78 415,29
414,77 415,28
414,75 415,26
414,73 415,25
799,98 800,11
799,97 800,9
799,93 800,7
962,154 963,62
962,157 963,65
962,159 963,66
961,110 962,30
233,7 234,34
233,6 234,33
233,0 234,25
708,38 709,132
708,37 709,128
708,34 709,126
708,33 709,123
708,30 709,120
575,121 576,43
575,122 576,44
575,124 576,46
575,129 576,52
575,128 576,51
381,56 382,5
381,53 382,3
381,51 382,1
381,50 382,78
639,54 640,139
639,51 640,132
639,50 640,131
822,172 823,87
822,171 823,84
822,177 823,90
822,176 823,89
974,31 975,142
974,36 975,146
750,46 751,135
750,45 751,133
750,43 751,132
750,49 751,138
742,12 743,90
742,16 743,93
742,14 743,91
748,71 749,170
290,22 291,47
174,38 175,14
492,64 493,1
174,33 175,9
492,69 493,3
537,20 538,82
537,23 538,87
537,24 538,88
537,27 538,91
537,29 538,95
537,28 538,92
913,94 914,195
913,95 914,196
913,90 914,191
923,201 924,79
923,202 924,80
923,205 924,82
923,206 924,83
596,72 597,9
596,71 597,7
596,70 597,3
596,77 597,12
596,74 597,10
596,79 597,16
596,78 597,13
619,92 620,9
619,92 620,10
619,95 620,14
619,96 620,16
619,99 620,19
619,98 620,18
819,181 820,84
9,0 10,0
653,115 654,35
653,114 654,33
653,113 654,30
653,112 654,29
834,12 835,106
653,119 654,41
864,197 865,87
864,194 865,84
864,193 865,83
864,190 865,81
864,199 865,90
661,30 662,101
886,4 887,109
886,0 887,104
661,34 662,103
661,35 662,107
661,36 662,108
661,37 662,110
353,62 354,25
353,67 354,29
353,68 354,33
336,68 337,29
819,187 820,91
336,60 337,19
336,63 337,22
336,66 337,25
756,63 757,160
756,60 757,155
756,61 757,156
756,64 757,161
62,12 63,2
62,11 63,1
845,8 846,108
698,132 699,56
698,133 699,57
698,136 699,60
698,134 699,59
870,72 871,167
459,89 460,31
871,75 872,146
871,74 872,143
830,10 831,113
830,18 831,120
830,18 831,119
830,19 831,121
870,79 871,174
845,6 846,103
513,70 514,5
513,74 514,8
513,77 514,11
513,78 514,12
687,110 688,37
687,113 688,39
687,116 688,41
687,118 688,44
687,119 688,45
465,21 466,74
578,142 579,65
430,98 431,46
697,27 698,102
430,95 431,42
697,21 698,94
690,145 691,38
690,141 691,36
844,139 845,41
690,149 691,44
690,148 691,43
338,65 339,32
338,68 339,39
788,138 789,48
542,0 543,56
542,1 543,57
542,7 543,60
542,5 543,59
322,22 323,56
630,68 631,145
630,68 631,143
630,61 631,132
630,60 631,131
630,63 631,135
630,63 631,137
322,24 323,57
322,26 323,59
788,130 789,41
915,67 916,176
915,61 916,172
915,60 916,167
915,69 916,180
453,38 454,101
205,24 206,7
205,26 206,9
205,21 206,4
820,119 821,20
820,118 821,19
805,150 806,50
805,151 806,52
805,152 806,54
805,154 806,57
680,68 681,132
358,45 359,84
680,64 681,130
358,49 359,85
965,153 966,58
799,172 800,88
863,92 864,199
799,176 800,91
799,177 800,94
799,174 800,89
799,179 800,95
995,122 996,35
764,4 765,85
764,6 765,86
764,0 765,84
764,8 765,88
863,94 864,203
814,68 815,135
863,95 864,204
922,80 923,206
922,87 923,214
922,86 923,213
715,19 716,110
859,2 860,95
715,10 716,98
715,16 716,108
156,4 157,21
156,7 157,26
156,1 157,17
156,0 157,16
156,3 157,20
753,19 754,100
753,14 754,91
753,15 754,93
753,17 754,96
945,60 946,139
883,154 884,63
883,155 884,66
577,138 578,68
577,139 578,71
577,130 578,61
577,131 578,62
577,136 578,66
802,59 803,152
802,58 803,149
802,56 803,147
802,54 803,145
802,53 803,144
927,46 928,150
173,7 174,26
733,171 734,90
789,117 790,20
173,2 174,23
789,115 790,19
789,113 790,15
789,110 790,10
585,138 586,59
419,19 420,65
419,16 420,62
419,13 420,61
419,12 420,60
725,62 726,155
725,63 726,158
725,65 726,159
725,66 726,161
981,174 982,23
981,174 982,19
863,148 864,47
863,146 864,45
863,143 864,43
863,141 864,39
863,140 864,38
685,21 686,102
405,58 406,20
405,59 406,21
405,56 406,15
405,57 406,16
405,52 406,13
405,51 406,12
615,76 616,3
692,58 693,146
692,53 693,139
692,55 693,141
692,56 693,145
362,68 363,25
362,61 363,21
362,60 363,18
362,62 363,22
420,1 421,48
420,6 421,52
420,5 421,51
978,161 979,51
672,166 673,75
672,162 673,71
672,168 673,76
30,9 31,5
972,184 973,78
664,61 665,139
897,103 898,42
713,27 714,105
965,132 966,45
972,180 973,73
947,66 948,149
689,18 690,111
510,98 511,44
510,92 511,32
510,91 511,31
510,97 511,43
510,95 511,39
510,94 511,38
288,57 289,25
288,56 289,22
288,54 289,21
288,53 289,18
288,51 289,14
394,21 395,66
394,22 395,67
394,25 395,74
394,26 395,75
394,29 395,82
948,7 949,89
948,0 949,80
948,1 949,81
386,78 387,41
386,74 387,36
386,70 387,32
386,71 387,33
905,87 906,203
946,32 947,105
946,33 947,107
614,88 615,22
60,2 61,8
60,0 61,7
60,6 61,2
60,4 61,11
614,82 615,18
211,22 212,39
982,53 983,35
211,26 212,43
915,181 916,77
915,180 916,73
211,27 212,0
211,27 212,1
915,184 916,81
730,79 731,5
730,76 731,4
730,70 731,1
295,60 296,27
912,65 913,171
912,66 913,172
912,60 913,165
864,97 865,0
864,95 865,201
700,69 701,145
564,55 565,136
700,67 701,144
564,50 565,132
721,168 722,82
855,111 856,12
855,119 856,21
855,118 856,18
899,29 900,123
899,23 900,111
899,24 900,112
448,79 449,36
448,76 449,35
448,75 449,29
448,75 449,33
749,154 750,61
749,153 750,59
749,158 750,67
788,24 789,117
788,27 789,121
788,26 789,120
450,48 451,97
410,27 411,76
410,26 411,74
410,21 411,68
410,22 411,69
721,167 722,81
963,35 964,141
260,33 261,8
260,33 261,11
260,31 261,6
260,36 261,12
267,32 268,1
717,3 718,91
124,10 125,22
124,13 125,0
124,16 125,3
124,17 125,4
871,165 872,58
871,167 872,59
371,84 372,42
371,84 372,43
878,88 879,4
577,78 578,7
577,75 578,4
162,15 163,0
162,13 163,37
162,10 163,34
975,56 976,165
975,55 976,164
657,130 658,70
162,18 163,2
637,41 638,112
630,123 631,42
981,80 982,74
981,80 982,0
630,120 631,39
587,79 588,10
587,75 588,7
587,74 588,5
587,76 588,9
587,71 588,4
587,70 588,3
995,175 996,78
890,38 891,135
890,39 891,136
332,53 333,18
663,5 664,83
663,2 664,82
663,0 664,80
332,55 333,21
663,8 664,89
663,9 664,90
995,178 996,79
913,184 914,72
907,7 908,108
907,6 908,107
533,54 534,103
533,55 534,105
533,50 534,96
533,51 534,99
267,49 268,18
267,48 268,17
267,41 268,8
267,40 268,7
267,44 268,12
815,106 816,9
815,101 816,4
815,101 816,2
786,154 787,70
786,155 787,71
786,157 787,76
786,150 787,66
786,158 787,77
479,88 480,30
479,84 480,20
479,85 480,23
322,46 323,3
322,43 323,2
322,42 323,0
788,157 789,66
788,157 789,64
221,44 222,20
358,28 359,64
358,29 359,65
358,20 359,59
358,22 359,60
919,200 920,110
630,158 631,77
630,152 631,69
630,153 631,70
630,151 631,67
630,156 631,74
921,75 922,189
996,89 997,10
921,74 922,188
902,158 903,64
