46,9 47,65
367,97 368,39
367,94 368,36
292,99 293,47
17,57 18,6
804,93 805,55
292,92 293,40
292,94 293,43
292,95 293,44
127,23 128,78
127,27 128,82
127,29 128,83
242,84 243,31
429,69 430,15
469,89 470,36
429,66 430,13
429,63 430,8
113,77 114,25
113,71 114,17
113,72 114,19
113,73 114,21
6,18 7,68
859,69 860,10
652,90 653,37
652,93 653,42
618,59 619,110
618,54 619,104
618,55 619,107
618,50 619,99
618,51 619,100
217,112 218,48
474,79 475,19
474,70 475,15
474,72 475,16
447,100 448,53
447,102 448,55
732,82 733,25
732,83 733,26
732,88 733,29
96,99 97,38
96,94 97,30
96,96 97,34
96,91 97,27
718,95 719,37
718,94 719,36
718,97 719,42
718,92 719,34
940,42 941,31
588,4 589,75
588,5 589,76
588,0 589,66
588,2 589,70
588,9 589,82
905,38 906,3
264,73 265,12
264,76 265,20
264,75 265,19
264,74 265,14
547,19 548,71
105,18 106,84
103,23 104,72
105,17 106,83
105,11 106,71
105,10 106,70
105,12 106,76
852,84 853,19
103,27 104,76
852,86 853,23
852,80 853,16
743,50 744,102
41,47 42,104
41,44 42,99
218,99 219,48
218,95 219,44
218,92 219,43
218,90 219,41
822,63 823,6
115,8 116,59
115,9 116,60
923,15 924,58
923,17 924,62
923,16 924,61
115,1 116,53
115,5 116,56
600,28 601,84
600,27 601,83
600,24 601,76
600,23 601,75
600,21 601,73
524,14 525,70
524,16 525,73
524,17 525,74
516,50 517,0
516,59 517,5
670,93 671,30
670,95 671,31
670,97 671,34
816,4 817,61
816,5 817,62
304,73 305,4
304,70 305,2
304,77 305,10
304,75 305,7
581,87 582,23
581,82 582,19
581,81 582,18
213,9 214,63
213,5 214,58
213,4 214,56
213,2 214,54
714,88 715,39
714,83 715,36
714,81 715,33
714,84 715,38
358,106 359,62
123,12 124,67
49,94 50,33
49,91 50,30
49,99 50,37
279,66 280,0
831,57 832,2
279,65 280,118
880,20 881,64
403,99 404,40
882,92 883,42
882,91 883,41
674,98 675,35
279,60 280,117
674,97 675,34
674,93 675,32
340,56 341,113
340,57 341,114
340,50 341,109
745,73 746,19
745,74 746,20
745,77 746,21
130,81 131,20
130,87 131,25
87,57 88,0
87,54 88,119
156,51 157,111
156,55 157,113
156,57 157,116
156,56 157,115
816,30 817,91
816,34 817,97
816,37 817,100
550,96 551,53
898,14 899,54
898,15 899,55
898,10 899,47
725,121 726,53
550,91 551,47
482,18 483,81
482,15 483,77
482,14 483,72
482,11 483,70
71,64 72,17
71,63 72,15
71,61 72,12
71,69 72,23
808,15 809,83
785,102 786,61
785,104 786,64
959,69 960,31
959,68 960,30
504,69 505,10
504,65 505,8
504,64 505,7
504,63 505,4
504,61 505,2
504,60 505,1
953,5 954,35
862,87 863,39
862,84 863,37
838,90 839,23
996,60 997,16
853,104 854,58
22,39 23,94
22,35 23,91
250,13 251,61
250,10 251,60
605,56 606,114
250,15 251,64
237,11 238,64
615,15 616,68
615,17 616,69
615,10 616,63
615,13 616,65
329,58 330,7
329,55 330,4
329,54 330,3
329,57 330,6
329,51 330,1
237,17 238,69
237,16 238,68
212,19 213,73
212,11 213,61
212,14 213,66
212,17 213,70
806,54 807,111
193,4 194,60
193,6 194,62
193,7 194,63
193,3 194,59
500,71 501,13
58,33 59,91
500,78 501,24
829,9 830,57
829,5 830,55
829,0 830,52
26,32 27,85
26,36 27,89
26,39 27,93
60,31 61,85
60,38 61,92
795,80 796,34
836,63 837,108
380,102 381,37
380,105 381,40
836,65 837,0
811,28 812,82
811,29 812,84
811,27 812,81
54,101 55,48
54,103 55,49
369,63 370,0
424,68 425,9
424,60 425,5
424,66 425,8
447,2 448,62
447,0 448,61
836,68 837,4
447,8 448,70
163,87 164,22
163,84 164,20
118,71 119,18
118,73 119,20
416,46 417,122
416,40 417,114
416,42 417,119
996,64 997,21
531,31 532,97
571,10 572,62
531,36 532,102
531,37 532,106
867,48 868,2
159,83 160,23
159,81 160,22
159,86 160,27
95,63 96,13
125,41 126,100
57,92 58,23
57,96 58,28
57,95 58,26
800,47 801,123
394,103 395,56
541,65 542,10
541,66 542,12
824,86 825,45
535,39 536,97
535,35 536,90
535,36 536,91
535,33 536,88
309,101 310,36
309,103 310,39
309,105 310,43
818,104 819,35
551,114 552,49
551,115 552,51
315,52 316,107
315,53 316,108
315,51 316,106
315,56 316,1
315,57 316,2
432,87 433,35
432,86 433,34
432,84 433,31
432,82 433,27
10,65 11,10
387,37 388,92
387,33 388,90
387,32 388,89
116,79 117,25
116,72 117,19
116,70 117,18
899,2 900,44
899,1 900,43
899,9 900,50
899,8 900,49
334,13 335,70
334,10 335,66
334,17 335,74
334,19 335,77
824,2 825,57
727,49 728,120
727,41 728,107
727,43 728,113
727,44 728,114
8,79 9,32
601,62 602,105
601,65 602,4
461,37 462,90
461,35 462,87
461,33 462,83
461,30 462,79
601,66 602,5
108,29 109,83
108,20 109,79
108,27 109,82
108,26 109,81
824,5 825,60
237,80 238,37
465,31 466,90
465,36 466,95
465,35 466,94
180,66 181,4
180,65 181,2
180,60 181,0
266,35 267,103
266,31 267,98
266,32 267,101
190,53 191,113
190,50 191,109
190,56 191,4
190,54 191,116
994,9 995,44
824,9 825,64
67,109 68,49
67,106 68,48
67,104 68,46
67,100 68,43
879,64 880,13
879,65 880,14
879,60 880,8
879,61 880,9
833,72 834,24
979,36 980,81
979,36 980,0
979,36 980,2
299,38 300,107
594,99 595,51
594,98 595,50
594,96 595,46
594,95 595,44
594,92 595,41
594,91 595,40
211,14 212,71
211,17 212,79
211,16 212,77
211,13 212,70
673,81 674,21
608,72 609,25
608,74 609,26
608,77 609,29
673,89 674,27
564,69 565,11
564,68 565,10
807,68 808,14
564,60 565,1
564,63 565,5
564,65 565,8
564,64 565,7
385,107 386,52
385,101 386,44
385,103 386,49
966,44 967,12
966,43 967,11
52,77 53,31
52,72 53,27
52,71 53,26
52,79 53,33
121,49 122,105
121,43 122,95
121,44 122,97
121,47 122,102
644,59 645,142
644,58 645,141
644,51 645,129
644,50 645,127
644,54 645,131
858,47 859,106
858,46 859,102
858,44 859,101
520,43 521,116
520,42 521,115
520,46 521,4
601,34 602,79
755,26 756,77
755,25 756,76
755,23 756,75
755,21 756,72
755,28 756,79
390,90 391,31
390,95 391,34
390,96 391,35
923,26 924,70
232,77 233,20
232,70 233,11
232,72 233,14
232,73 233,15
232,79 233,24
357,30 358,79
357,35 358,81
115,102 116,41
115,106 116,43
709,104 710,36
709,102 710,31
709,103 710,35
709,103 710,32
709,108 710,41
709,109 710,42
923,20 924,65
73,27 74,77
73,23 74,75
923,21 924,66
712,111 713,52
262,19 263,79
262,13 263,70
262,17 263,77
262,14 263,71
145,26 146,84
145,23 146,80
147,91 148,43
147,90 148,41
147,96 148,49
147,99 148,51
541,71 542,15
94,41 95,95
94,43 95,96
94,44 95,98
94,45 95,99
37,80 38,19
37,86 38,23
798,97 799,36
798,92 799,30
632,110 633,57
253,3 254,63
253,0 254,59
528,25 529,85
196,59 197,114
196,55 197,110
196,52 197,109
549,62 550,98
549,66 550,1
914,67 915,14
253,8 254,69
914,63 915,10
535,27 536,80
914,68 915,15
528,27 529,90
56,90 57,35
56,92 57,36
56,95 57,40
56,99 57,45
503,26 504,89
690,65 691,114
690,62 691,111
257,35 258,104
257,34 258,103
200,22 201,84
200,20 201,82
200,26 201,93
200,25 201,92
200,29 201,97
546,5 547,66
546,0 547,60
546,1 547,64
16,40 17,93
16,45 17,95
16,49 17,102
7,16 8,66
373,46 374,116
373,40 374,107
84,111 85,45
84,112 85,46
84,117 85,53
577,54 578,107
127,105 128,51
563,89 564,45
660,90 661,40
290,60 291,1
290,64 291,3
290,68 291,8
197,2 198,60
197,3 198,61
806,61 807,0
459,10 460,61
459,15 460,63
907,53 908,13
907,52 908,12
98,97 99,39
98,94 99,36
98,91 99,32
924,37 925,91
924,33 925,90
924,30 925,85
509,72 510,24
509,70 510,23
509,74 510,26
509,78 510,28
728,49 729,94
728,43 729,87
728,42 729,86
978,32 979,76
978,32 979,80
975,70 976,38
555,6 556,58
456,14 457,70
456,13 457,69
456,10 457,65
555,5 556,57
410,106 411,50
410,100 411,43
410,103 411,46
776,110 777,49
962,60 963,17
826,71 827,15
962,67 963,23
702,76 703,13
702,77 703,16
702,71 703,9
702,72 703,10
702,78 703,19
702,79 703,20
319,109 320,49
169,74 170,13
169,76 170,16
319,102 320,44
810,20 811,72
810,25 811,75
93,13 94,58
93,16 94,60
93,16 94,61
93,15 94,59
697,29 698,90
7,0 8,50
7,5 8,53
575,40 576,98
575,43 576,100
575,46 576,103
130,103 131,40
130,100 131,39
130,106 131,43
110,104 111,54
110,106 111,56
646,20 647,64
646,22 647,67
646,23 647,68
646,28 647,71
944,28 945,58
311,95 312,36
9,35 10,85
9,32 10,84
324,16 325,66
324,14 325,63
9,38 10,87
269,92 270,33
269,91 270,32
932,72 933,32
299,70 300,24
668,37 669,107
668,31 669,102
767,36 768,98
767,31 768,96
767,32 768,97
565,8 566,64
767,39 768,102
650,76 651,19
650,72 651,17
650,73 651,18
210,78 211,13
210,79 211,14
642,25 643,78
642,26 643,79
260,47 261,98
443,113 444,56
534,81 535,25
260,43 261,95
244,81 245,26
244,83 245,27
244,88 245,29
244,89 245,31
261,102 262,49
261,105 262,53
148,31 149,89
148,32 149,91
148,33 149,95
148,35 149,97
148,39 149,100
370,86 371,16
370,82 371,12
584,99 585,51
723,16 724,79
723,15 724,78
723,14 724,75
723,10 724,72
723,19 724,86
723,18 724,85
134,15 135,65
134,17 135,66
291,1 292,56
414,77 415,22
414,75 415,21
414,73 415,19
126,43 127,99
126,45 127,102
727,58 728,127
799,93 800,32
295,29 296,86
292,15 293,81
295,27 296,84
858,60 859,10
233,5 234,58
233,7 234,64
233,0 234,56
43,107 44,51
708,38 709,103
708,39 709,104
708,34 709,102
292,18 293,85
575,123 576,55
575,124 576,59
381,54 382,112
381,53 382,111
639,58 640,94
639,55 640,92
974,31 975,59
974,30 975,58
750,44 751,114
750,40 751,111
750,41 751,112
750,48 751,116
748,74 749,13
742,14 743,65
174,39 175,88
492,66 493,16
174,32 175,83
537,25 538,74
537,27 538,75
537,29 538,80
124,86 125,36
818,109 819,43
124,84 125,34
75,111 76,53
75,113 76,55
596,70 597,28
596,76 597,34
596,75 597,33
619,90 620,26
619,92 620,29
619,95 620,33
619,99 620,36
818,100 819,34
110,49 111,4
9,6 10,59
9,1 10,54
828,38 829,92
834,14 835,82
4,83 5,32
834,10 835,77
834,11 835,79
828,30 829,85
661,30 662,90
886,5 887,52
661,35 662,92
661,36 662,95
353,61 354,115
353,63 354,118
353,69 354,1
353,68 354,0
182,59 183,10
182,50 183,3
182,52 183,4
182,53 183,6
62,18 63,68
756,66 757,2
756,67 757,3
62,10 63,61
62,14 63,64
62,14 63,66
845,8 846,67
870,77 871,30
175,100 176,47
870,72 871,22
42,90 43,34
42,93 43,36
871,73 872,13
42,99 43,41
830,10 831,73
830,11 831,76
830,14 831,82
830,15 831,84
830,19 831,87
870,79 871,31
845,6 846,64
513,72 514,16
513,73 514,18
513,74 514,21
513,75 514,25
687,114 688,54
787,99 788,48
192,20 193,78
697,24 698,85
180,11 181,68
539,116 540,50
539,113 540,49
180,15 181,73
996,34 997,71
338,68 339,13
48,59 49,14
48,50 49,1
48,57 49,11
630,68 631,7
630,65 631,4
630,66 631,5
23,73 24,18
23,70 24,15
65,61 66,104
65,64 66,2
65,69 66,10
915,69 916,26
118,5 119,65
104,88 105,35
104,84 105,28
104,87 105,32
104,82 105,27
205,28 206,77
205,26 206,74
205,20 206,69
953,50 954,16
175,50 176,104
187,84 188,45
680,69 681,21
680,63 681,12
680,60 681,6
680,65 681,14
118,2 119,59
849,98 850,42
594,5 595,63
230,60 231,14
230,63 231,17
230,65 231,21
230,67 231,23
764,0 765,61
764,1 765,62
764,9 765,69
814,69 815,7
667,27 668,93
859,7 860,58
715,19 716,81
859,3 860,54
859,2 860,53
859,0 860,52
715,13 716,73
715,16 716,77
715,17 716,78
715,14 716,75
156,6 157,66
156,0 157,59
156,3 157,63
156,2 157,60
753,19 754,73
753,11 754,67
753,12 754,68
15,48 16,99
15,41 16,90
802,56 803,103
802,55 803,102
802,53 803,100
802,52 803,98
173,6 174,65
118,9 119,72
173,5 174,64
789,115 790,42
789,113 790,37
173,0 174,58
419,16 420,76
419,15 420,75
725,66 726,5
725,68 726,9
685,20 686,69
685,22 686,70
405,58 406,107
405,55 406,102
685,27 686,77
109,96 110,42
35,53 36,10
35,54 36,13
35,58 36,18
692,56 693,2
362,61 363,9
362,62 363,10
362,65 363,11
865,80 866,20
865,80 866,23
420,2 421,61
420,6 421,64
420,4 421,63
420,9 421,69
997,21 998,49
997,25 998,53
997,24 998,52
534,75 535,16
534,74 535,15
879,71 880,20
30,5 31,64
30,8 31,67
150,64 151,6
879,75 880,25
58,43 59,101
879,79 880,31
553,93 554,38
497,12 498,70
944,7 945,40
713,27 714,78
716,77 717,17
689,19 690,74
510,99 511,44
510,92 511,37
510,94 511,38
288,56 289,105
136,99 137,53
136,97 137,49
136,96 137,48
136,90 137,44
394,22 395,80
394,24 395,83
394,27 395,86
394,29 395,87
948,0 949,36
123,62 124,14
123,68 124,19
123,69 124,21
386,72 387,11
386,73 387,12
946,38 947,6
946,31 947,75
946,37 947,5
60,8 61,64
614,88 615,33
60,3 61,58
60,3 61,57
614,81 615,23
614,80 615,21
608,45 609,4
96,105 97,43
96,102 97,41
211,27 212,88
96,108 97,46
96,109 97,49
730,79 731,38
730,75 731,31
730,77 731,35
730,71 731,29
730,70 731,27
850,25 851,86
912,64 913,20
912,63 913,19
864,95 865,33
104,46 105,112
864,93 865,31
864,98 865,37
564,54 565,106
700,63 701,5
700,67 701,9
117,38 118,91
117,35 118,86
117,36 118,89
855,111 856,46
855,115 856,47
855,119 856,52
556,82 557,22
899,24 900,59
899,25 900,60
556,81 557,21
448,79 449,22
448,78 449,20
448,75 449,19
556,87 557,25
788,27 789,91
450,49 451,106
450,48 451,104
410,27 411,81
410,20 411,76
410,23 411,80
8,53 9,6
8,50 9,1
963,38 964,2
963,36 964,1
260,33 261,86
260,37 261,91
963,32 964,69
963,31 964,68
878,87 879,34
878,86 879,33
124,19 125,76
878,83 879,29
124,11 125,70
124,12 125,71
124,14 125,72
371,88 372,21
371,81 372,16
371,85 372,20
371,84 372,18
81,91 82,26
81,90 82,25
81,98 82,31
577,78 578,22
577,79 578,27
577,70 578,15
577,71 578,16
577,74 578,19
162,17 163,87
162,14 163,84
162,11 163,79
975,54 976,23
975,53 976,22
162,19 163,88
969,21 970,55
981,80 982,12
981,80 982,13
587,79 588,15
587,76 588,9
587,73 588,5
587,72 588,4
132,79 133,18
132,75 133,13
132,70 133,6
132,73 133,9
210,50 211,95
210,57 211,97
210,58 211,98
186,63 187,15
332,52 333,1
663,3 664,53
663,0 664,52
907,9 908,56
907,5 908,51
468,67 469,17
533,55 534,112
533,56 534,113
533,50 534,108
533,51 534,109
803,53 804,93
267,49 268,95
267,48 268,94
267,43 268,90
267,46 268,92
866,4 867,56
866,6 867,58
866,1 867,55
815,102 816,46
815,103 816,49
479,88 480,32
479,82 480,28
479,83 480,30
221,49 222,108
556,72 557,14
322,40 323,82
221,42 222,104
221,44 222,105
358,21 359,95
358,22 359,96
358,26 359,98
75,25 76,84
75,22 76,79
378,75 379,21
921,71 922,37
921,70 922,36
150,84 151,23
150,87 151,25
150,82 151,19
152,10 153,64
152,14 153,67
837,39 838,108
837,36 838,104
188,3 189,68
188,7 189,72
188,8 189,75
165,42 166,96
165,43 166,97
165,47 166,98
522,93 523,40
522,90 523,34
522,98 523,48
229,96 230,33
229,92 230,32
229,90 230,28
527,86 528,28
890,52 891,76
229,98 230,35
527,85 528,27
813,103 814,51
813,105 814,55
813,108 814,57
193,120 194,55
439,14 440,70
439,16 440,71
439,19 440,76
459,116 460,53
459,114 460,50
108,114 109,51
106,112 107,42
248,26 249,94
248,27 249,97
248,22 249,88
248,23 249,90
820,54 821,4
490,58 491,8
490,59 491,11
248,29 249,102
248,5 249,69
389,121 390,48
389,129 390,53
248,9 249,73
526,98 527,41
820,25 821,75
526,93 527,35
526,97 527,40
526,94 527,36
672,17 673,88
672,14 673,81
672,12 673,77
809,103 810,35
672,18 673,89
797,95 798,47
797,91 798,40
72,57 73,115
72,55 73,114
72,53 73,112
72,51 73,109
72,50 73,108
514,32 515,89
583,73 584,21
362,106 363,46
602,105 603,53
602,103 603,47
602,100 603,42
287,74 288,20
287,76 288,23
287,71 288,17
287,78 288,26
957,12 958,59
808,44 809,124
957,18 958,66
957,19 958,67
808,45 809,127
870,97 871,48
434,35 435,84
974,5 975,43
974,6 975,44
226,12 227,70
226,11 227,69
226,17 227,76
226,18 227,78
760,7 761,65
760,9 761,68
925,84 926,31
925,85 926,32
514,47 515,104
932,42 933,2
939,28 940,85
939,28 940,84
939,28 940,87
939,28 940,86
939,28 940,83
939,21 940,78
939,20 940,76
939,20 940,77
939,27 940,81
939,27 940,80
939,27 940,82
939,25 940,79
20,54 21,95
832,45 833,106
832,42 833,103
711,43 712,97
711,44 712,98
711,47 712,101
808,19 809,87
502,55 503,114
502,57 503,115
502,51 503,109
502,59 503,116
758,77 759,21
758,74 759,18
758,73 759,17
758,78 759,22
322,10 323,60
874,45 875,39
874,45 875,41
874,40 875,25
874,43 875,31
258,74 259,5
258,75 259,7
258,77 259,10
464,40 465,99
464,47 465,102
464,48 465,105
139,36 140,96
139,30 140,92
139,31 140,93
144,74 145,16
139,38 140,100
144,77 145,19
803,39 804,81
629,58 630,2
40,66 41,7
40,62 41,4
40,61 41,2
943,55 944,24
943,54 944,23
53,110 54,45
53,114 54,51
51,79 52,24
588,58 589,128
588,59 589,129
588,53 589,124
588,50 589,121
588,56 589,126
428,21 429,72
428,25 429,74
428,28 429,77
428,29 429,79
51,77 52,21
273,57 274,101
51,75 52,20
884,0 885,49
746,86 747,30
746,83 747,29
273,56 274,100
251,8 252,73
953,36 954,3
953,30 954,58
953,31 954,59
251,1 252,62
251,5 252,70
251,4 252,67
251,6 252,72
438,52 439,117
561,13 562,68
561,17 562,72
678,95 679,43
678,96 679,44
561,18 562,74
949,10 950,45
949,19 950,54
949,18 950,53
778,26 779,91
778,27 779,92
778,24 779,90
778,20 779,86
438,56 439,121
970,61 971,23
647,41 648,103
647,45 648,104
647,48 648,106
646,112 647,41
646,114 647,45
646,119 647,48
232,67 233,5
376,97 377,33
376,91 377,28
376,99 377,34
968,12 969,57
968,14 969,58
669,79 670,27
669,74 670,20
669,73 670,19
742,109 743,49
742,103 743,41
742,107 743,46
742,106 743,44
305,50 306,92
305,57 306,97
305,56 306,96
393,45 394,93
722,8 723,55
722,6 723,54
722,5 723,51
722,0 723,48
407,84 408,14
407,89 408,18
135,52 136,1
135,53 136,2
135,57 136,7
135,55 136,6
